,gene,pvalue,chromosome
617,ud1000245,0.006029896506674665,ch-1
618,id1003592,0.000252260197082487,ch-1
619,id1003593,0.6907354448085007,ch-1
620,id1003596,1.4744694928281354e-14,ch-1
621,id1003597,0.751543331897949,ch-1
622,id1003602,0.0005062069757626916,ch-1
623,id1003608,3.4583849147205964e-08,ch-1
624,id1003611,0.0003649669602997066,ch-1
625,id1003612,1.9038135242494563e-15,ch-1
626,id1003619,2.708237437912056e-14,ch-1
627,id1003623,8.502603650916158e-13,ch-1
628,id1003636,0.8257376567061456,ch-1
629,id1003639,0.0005595993301517978,ch-1
630,id1003645,0.8257376567061456,ch-1
631,id1003650,0.016257111648469776,ch-1
632,id1003672,1.7456867905209103e-05,ch-1
633,id1003675,2.316517276007759e-06,ch-1
634,id1003686,1.5795857095972068e-14,ch-1
635,id1003687,5.763911433772781e-06,ch-1
636,id1003690,2.5190825370099348e-08,ch-1
637,id1003693,0.014701882556689437,ch-1
638,id1003712,0.007582955005608419,ch-1
639,id1003713,7.609133192028771e-05,ch-1
640,id1003715,2.768880100455703e-05,ch-1
641,id1003729,2.822292820751548e-13,ch-1
642,id1003733,0.0025153519405828745,ch-1
643,id1003752,1.054396678093798e-11,ch-1
644,id1003754,0.1444050812149707,ch-1
645,id1003755,1.5597812069265038e-12,ch-1
646,id1003756,0.0006176950718367562,ch-1
647,id1003757,2.762098277027244e-06,ch-1
648,id1003766,1.013241792405272e-10,ch-1
649,id1003776,1.0814150400474006e-08,ch-1
650,id1003784,0.1428401801319991,ch-1
651,id1003789,0.697897894275497,ch-1
652,id1003791,4.972004779166773e-11,ch-1
653,id1003796,1.3573209823774938e-10,ch-1
654,id1003800,0.017037684386835682,ch-1
655,id1003802,1.8846207731946807e-09,ch-1
656,id1003818,4.63755979181918e-15,ch-1
657,id1003820,0.009635638433568806,ch-1
658,id1003824,5.502219809323143e-15,ch-1
659,id1003837,0.4531852236290995,ch-1
660,id1003838,2.0944988978261586e-18,ch-1
661,id1003839,1.0933064967624015e-08,ch-1
662,id1003840,9.381650999940583e-13,ch-1
663,id1003841,0.17049606840137013,ch-1
664,id1003842,2.1924763476642687e-13,ch-1
665,id1003843,0.017422880768318393,ch-1
666,id1003844,4.656767153758752e-231,ch-1
667,id1003847,0.02826896830099019,ch-1
668,id1003850,3.0473495020994406e-12,ch-1
669,id1003851,6.076590479652416e-05,ch-1
670,id1003852,0.8287786474449429,ch-1
671,id1003853,0.0003031640776106143,ch-1
672,id1003854,2.4775802894926387e-09,ch-1
673,id1003858,2.9984338274134124e-07,ch-1
674,id1003861,6.720876647084865e-09,ch-1
675,id1003863,0.002367343096117863,ch-1
676,id1003869,0.36194572077847076,ch-1
677,id1003873,0.1648010876664063,ch-1
678,id1003877,5.227465962984047e-14,ch-1
679,id1003879,1.9928847939907966e-08,ch-1
680,id1003887,6.121322023536418e-05,ch-1
681,id1003893,0.00013739023605471845,ch-1
682,id1003902,2.1605638065507958e-06,ch-1
683,id1003908,1.6316543569989403e-14,ch-1
684,id1003909,0.0004712370754105766,ch-1
685,id1003919,0.5872557111842499,ch-1
686,id1003920,6.870496535111135e-207,ch-1
687,id1003922,2.1462259314939275e-14,ch-1
688,id1003924,4.0412406746146874e-05,ch-1
689,id1003926,0.03281123010972211,ch-1
690,id1003927,1.8210718210381602e-05,ch-1
691,id1003929,1.609741140323675e-14,ch-1
692,id1003930,0.27481554843078787,ch-1
693,id1003932,8.513073030150936e-15,ch-1
694,id1003941,0.00010701264358413665,ch-1
695,id1003946,1.8956624638551075e-08,ch-1
696,id1003947,0.8793345510124551,ch-1
697,id1003955,2.8933562954512975e-06,ch-1
698,id1003959,0.5571638171351903,ch-1
699,id1003960,0.009561438998066264,ch-1
700,id1003966,1.906047418776953e-06,ch-1
701,id1003969,4.4639926540106937e-07,ch-1
702,id1003974,8.952978537703068e-07,ch-1
703,id1003996,4.3334202750291804e-12,ch-1
704,id1004001,2.6088531018803176e-12,ch-1
705,id1004007,5.836973029483669e-06,ch-1
706,id1004031,0.00021520954834561566,ch-1
707,id1004034,0.0013540543100007145,ch-1
708,id1004035,7.556597718752123e-10,ch-1
709,ud1000285,0.002735663800932236,ch-1
710,id1004041,5.487092934343487e-13,ch-1
711,id1004044,0.0001738195133106735,ch-1
712,id1004045,0.009593833275148646,ch-1
713,id1004061,2.551134385771493e-14,ch-1
714,id1004065,3.9455631283576584e-13,ch-1
715,id1004077,1.015603490118257e-07,ch-1
716,id1004079,5.102625800801981e-14,ch-1
717,id1004092,1.7312619275083033e-14,ch-1
718,id1004093,1.8401473342989403e-14,ch-1
719,id1004097,8.752947755778248e-12,ch-1
720,id1004099,1.0136091808281305e-05,ch-1
721,id1004106,8.752947755778248e-12,ch-1
722,id1004114,0.22276333708993842,ch-1
723,id1004122,3.745777348162374e-08,ch-1
724,id1004130,4.493257053448574e-12,ch-1
725,id1004136,0.29811125446801295,ch-1
726,id1004143,0.0004079867590273171,ch-1
727,id1004146,7.383912172354795e-11,ch-1
728,id1004154,3.2534699531428027e-05,ch-1
729,id1004156,0.2251947728983674,ch-1
730,id1004157,0.002619511488307745,ch-1
731,id1004159,4.508483821164059e-12,ch-1
732,id1004164,0.00030024694717103046,ch-1
733,id1004166,1.6483910969255468e-12,ch-1
734,id1004169,0.00040021271367917896,ch-1
735,id1004171,1.6007702590970487e-186,ch-1
736,id1004179,5.904310996308247e-11,ch-1
737,id1004182,6.103968347906196e-14,ch-1
738,id1004185,5.0984130776702894e-06,ch-1
739,id1004195,0.007981074774289443,ch-1
740,id1004198,2.5964268671740074e-13,ch-1
741,ud1000297,0.0015686325817401215,ch-1
742,id1004202,1.0098590615454155e-14,ch-1
743,id1004204,1.7775277581899674e-05,ch-1
744,id1004213,1.1099340171976786e-10,ch-1
745,id1004220,4.5618075877078085e-06,ch-1
746,ud1000304,0.001509717391026718,ch-1
747,id1004223,4.181664760991121e-14,ch-1
748,id1004230,5.28776957528685e-05,ch-1
749,id1004231,4.8745897675411746e-08,ch-1
750,id1004232,0.911049656389125,ch-1
751,id1004234,2.0983398251867243e-08,ch-1
752,id1004239,0.0009529553770657524,ch-1
753,id1004242,1.0386047088202708e-08,ch-1
754,id1004251,8.381976925648192e-14,ch-1
755,id1004256,8.2403594140644e-14,ch-1
756,id1004257,0.00030926658400327325,ch-1
757,id1004287,0.02901130987053937,ch-1
758,id1004290,2.133018732000142e-09,ch-1
759,id1004294,3.7060120645294395e-06,ch-1
760,id1004301,1.0095390796604553e-06,ch-1
761,id1004302,3.969735672001619e-06,ch-1
762,id1004305,6.684270033661527e-14,ch-1
763,id1004308,1.8691958375668203e-11,ch-1
764,id1004310,3.298708339476431e-06,ch-1
765,id1004312,0.9041776887311755,ch-1
766,id1004313,5.27782999197034e-07,ch-1
767,id1004319,7.706658147108486e-14,ch-1
768,id1004321,0.036813092358373024,ch-1
769,id1004328,4.071588227464107e-14,ch-1
770,id1004329,6.875310649452634e-10,ch-1
771,id1004330,0.00021026764095319236,ch-1
772,id1004333,1.3523061538226103e-10,ch-1
773,id1004341,0.00030493614244719944,ch-1
774,id1004342,0.001992149638114888,ch-1
775,id1004348,1.6708001853891817e-07,ch-1
776,id1004349,0.9218363814236419,ch-1
777,id1004369,0.06841557445407145,ch-1
778,id1004376,4.269632027406086e-09,ch-1
779,id1004379,2.5020195728394495e-12,ch-1
780,id1004380,0.028316028747663778,ch-1
781,id1004384,5.945891577213119e-12,ch-1
782,id1004385,0.0007647763846737766,ch-1
783,id1004388,0.04851980540363842,ch-1
784,id1004389,7.113946276406579e-07,ch-1
785,id1004393,0.13289989757097265,ch-1
786,id1004397,4.0393064678435374e-10,ch-1
787,id1004402,0.0005034917114710326,ch-1
788,id1004404,0.0007659043980137339,ch-1
789,id1004407,1.494629277458944e-11,ch-1
790,id1004408,0.009532035800232872,ch-1
791,id1004418,0.0057452548994760665,ch-1
792,id1004420,3.431354249567643e-225,ch-1
793,id1004423,2.1542535140037637e-09,ch-1
794,id1004424,2.0574775092323816e-07,ch-1
795,wd1000208,1.6148068628918313e-06,ch-1
796,id1004433,5.452007581480788e-07,ch-1
797,id1004440,1.9967851019634208e-11,ch-1
798,id1004447,0.0008360305777788575,ch-1
799,id1004454,3.364816769865109e-06,ch-1
800,id1004466,0.027890387494827924,ch-1
801,id1004468,2.2628441615231357e-08,ch-1
802,id1004471,3.466411139072779e-05,ch-1
803,id1004479,4.712409857427347e-07,ch-1
804,id1004491,9.21306645965111e-05,ch-1
805,id1004494,1.2363890814448916e-10,ch-1
806,id1004497,1.610677553081635e-07,ch-1
807,id1004509,0.0020318130073144524,ch-1
808,id1004548,0.0017729507887432271,ch-1
809,id1004556,7.991831625634733e-05,ch-1
810,id1004562,0.0020310141015178417,ch-1
811,id1004576,0.0016344868758779321,ch-1
812,id1004591,0.0030595606048946502,ch-1
813,id1004592,7.424114536009608e-07,ch-1
814,id1004602,0.7285323813188316,ch-1
815,id1004627,0.06051409110326858,ch-1
816,id1004630,0.004035112821507014,ch-1
817,id1004633,0.0013410929051528957,ch-1
818,id1004634,0.8859665534959771,ch-1
819,id1004651,0.0010472723415212162,ch-1
820,id1004659,0.0005101719220582409,ch-1
821,id1004660,1.1628886632314059e-05,ch-1
822,id1004662,0.046224026700712385,ch-1
823,id1004668,0.1025734866644387,ch-1
824,id1004669,9.724491704581939e-07,ch-1
825,id1004670,0.00037037802513475396,ch-1
826,id1004686,0.02415648662749926,ch-1
827,id1004691,0.008492502397469015,ch-1
828,id1004693,4.548668182390405e-05,ch-1
829,id1004698,0.7462913943287507,ch-1
830,id1004703,0.0010517261107293333,ch-1
831,id1004714,0.0446768002022054,ch-1
832,id1004725,0.0001848036686336098,ch-1
833,id1004726,2.3906586357362917e-05,ch-1
834,id1004753,9.989851519341427e-05,ch-1
835,id1004756,0.04336880777516532,ch-1
836,id1004758,2.997826346071191e-06,ch-1
837,id1004759,0.7103828458983283,ch-1
838,id1004769,0.0006499248568572672,ch-1
839,id1004772,6.384855858246696e-06,ch-1
840,id1004773,0.6840426832422064,ch-1
841,id1004788,0.7498874541394063,ch-1
842,id1004789,6.654010024577751e-05,ch-1
843,id1004800,0.5263833310847594,ch-1
844,id1004802,1.0811136758718735e-06,ch-1
845,id1004803,5.662355095179886e-06,ch-1
846,id1004806,9.707549628439355e-05,ch-1
847,id1004815,0.007382490954155793,ch-1
848,id1004817,0.0010006196129605316,ch-1
849,id1004819,0.0446768002022054,ch-1
850,id1004824,0.00025147692588384815,ch-1
851,id1004834,0.10879110740101818,ch-1
852,id1004841,1.07598255457457e-12,ch-1
853,id1004843,3.662182127144385e-18,ch-1
854,id1004849,1.2833516967496078e-05,ch-1
855,id1004853,1.800947978484901e-11,ch-1
856,id1004854,0.05221245887324337,ch-1
857,id1004858,6.668092676315033e-12,ch-1
858,id1004863,0.0002566952904176142,ch-1
859,id1004865,0.09172545792285393,ch-1
860,id1004870,4.661719204166218e-174,ch-1
861,id1004872,3.821528553666106e-10,ch-1
862,id1004873,3.4438812411850165e-21,ch-1
863,id1004874,0.008630667014870528,ch-1
864,id1004876,2.9125605257862403e-21,ch-1
865,id1004877,1.4052444372186637e-15,ch-1
866,id1004882,1.6272120504659003e-21,ch-1
867,id1004903,5.013695669686767e-10,ch-1
868,id1004905,1.0225220493584221e-21,ch-1
869,id1004938,9.714129153611985e-21,ch-1
870,id1004949,0.20233187266776134,ch-1
871,id1004951,3.1905441749858224e-06,ch-1
872,id1004952,2.781044643111802e-06,ch-1
873,id1004953,3.12941808319397e-196,ch-1
874,id1004959,0.02838184764251169,ch-1
875,id1004960,0.09750294463448186,ch-1
876,id1004961,3.6098089729408587e-20,ch-1
877,id1004972,1.1105827053753807e-13,ch-1
878,id1004975,0.03986893432177457,ch-1
879,id1004976,8.872152199334595e-05,ch-1
880,id1004983,0.0029885465915540266,ch-1
881,id1004985,1.408452106092528e-07,ch-1
882,id1004990,0.5855078876707447,ch-1
883,id1004994,5.7080593304179445e-09,ch-1
884,id1004998,4.663695045961364e-05,ch-1
885,id1005000,6.771294637107942e-05,ch-1
886,id1005007,0.5858267283311576,ch-1
887,ud1000346,0.32557340182164585,ch-1
888,id1005009,4.778995741875847e-165,ch-1
889,id1005011,6.771294637107942e-05,ch-1
890,id1005013,2.328087982741423e-10,ch-1
891,id1005015,1.3120783326840666e-06,ch-1
892,id1005029,2.652872346414947e-13,ch-1
893,id1005039,1.6497974887905448e-13,ch-1
894,id1005042,1.0593200662206778e-08,ch-1
895,id1005049,7.75540788517263e-15,ch-1
896,id1005053,0.0003754547490976193,ch-1
897,id1005056,6.828292580610536e-08,ch-1
898,id1005063,2.94809792253988e-06,ch-1
899,id1005067,4.481685274540008e-13,ch-1
900,id1005075,0.00191566585400471,ch-1
901,id1005078,6.771294637107942e-05,ch-1
902,id1005086,1.3278899740463224e-08,ch-1
903,id1005088,7.361514832951521e-12,ch-1
904,id1005093,0.6458664624169981,ch-1
905,id1005102,5.992266266556062e-08,ch-1
906,id1005103,2.152800022066945e-09,ch-1
907,wd1000235,0.00011561907501022978,ch-1
908,id1005112,7.36039919926818e-05,ch-1
909,id1005122,0.00016258968300391865,ch-1
910,id1005125,7.555748619481594e-10,ch-1
911,id1005129,1.137496363109675e-08,ch-1
912,id1005131,7.36039919926818e-05,ch-1
913,id1005134,8.105076600535142e-08,ch-1
914,id1005136,0.001747094518085923,ch-1
915,id1005138,0.6839023347848745,ch-1
916,id1005141,9.052055633349597e-08,ch-1
917,id1005142,0.0529513477103614,ch-1
918,id1005143,2.1639584241965865e-06,ch-1
919,id1005144,1.4935917908650788e-08,ch-1
920,id1005155,2.9683221831800136e-07,ch-1
921,id1005158,6.22475459113597e-05,ch-1
922,id1005162,9.220942644170838e-08,ch-1
923,id1005164,6.549649492496952e-08,ch-1
924,id1005166,6.846835507123706e-07,ch-1
925,id1005170,5.806859915047536e-16,ch-1
926,id1005172,4.090769325419912e-228,ch-1
927,id1005173,4.9216608377162495e-05,ch-1
928,id1005176,1.3158155317341487e-06,ch-1
929,id1005178,5.861379228568544e-14,ch-1
930,id1005180,4.7069304926477995e-05,ch-1
931,id1005182,4.438690140667328e-05,ch-1
932,id1005183,2.800002791640574e-07,ch-1
933,id1005200,8.337270478629636e-16,ch-1
934,id1005201,7.29382068653927e-08,ch-1
935,id1005216,5.432009767299185e-18,ch-1
936,id1005218,4.350444128538291e-22,ch-1
937,id1005226,7.26258762321226e-07,ch-1
938,id1005228,7.721986754518046e-07,ch-1
939,id1005232,7.721986754518046e-07,ch-1
940,id1005237,9.180497288987306e-07,ch-1
941,id1005238,2.781606385572459e-21,ch-1
942,id1005239,1.640209868612595e-17,ch-1
943,id1005243,1.6582617145436555e-06,ch-1
944,id1005251,5.432009767299185e-18,ch-1
945,id1005254,6.165386065647334e-18,ch-1
946,wd1000240,5.484090176435814e-21,ch-1
947,wd1000243,4.5075483398225677e-07,ch-1
948,id1005256,1.3626589699548914e-06,ch-1
949,id1005257,1.794811772610751e-06,ch-1
950,id1005261,1.2152565492490854e-24,ch-1
951,id1005263,1.5556050153993503e-20,ch-1
952,id1005264,1.6887376201251852e-21,ch-1
953,id1005269,2.4166679909907075e-24,ch-1
954,id1005271,7.082369588776477e-08,ch-1
955,id1005277,0.0020648162708386836,ch-1
956,id1005282,3.047237905717405e-23,ch-1
957,id1005286,0.00016646312593251284,ch-1
958,id1005287,1.1114581617997516e-08,ch-1
959,dd1000009,0.0853363658386629,ch-1
960,dd1000015,8.274308867382138e-17,ch-1
961,id1005290,5.490705273299339e-05,ch-1
962,id1005291,1.248837152025105e-06,ch-1
963,id1005292,1.0026504662507412e-17,ch-1
964,id1005293,1.5357048615931405e-09,ch-1
965,dd1000022,1.7933701198507743e-06,ch-1
966,id1005296,1.6915069707619064e-15,ch-1
967,dd1000032,3.920596298794744e-18,ch-1
968,id1005297,9.138860362777082e-20,ch-1
969,id1005298,9.406195761552364e-07,ch-1
970,dd1000036,8.64054214388759e-18,ch-1
971,id1005300,6.982112344572285e-09,ch-1
972,id1005301,3.6696649496755805e-21,ch-1
973,id1005302,6.004635260185687e-21,ch-1
974,id1005306,5.277171772566325e-05,ch-1
975,id1005307,1.0365023287444665e-06,ch-1
976,id1005308,1.2727909647832959e-20,ch-1
977,dd1000052,8.093262845626154e-08,ch-1
978,dd1000053,1.258859708202317e-05,ch-1
979,id1005309,0.00015428619009002806,ch-1
980,dd1000055,8.565538954646842e-07,ch-1
981,id1005311,1.7936570706382137e-06,ch-1
982,id1005312,5.122922429076154e-22,ch-1
983,dd1000065,1.6556797797384784e-05,ch-1
984,dd1000066,0.09986019302012945,ch-1
985,id1005313,1.1817048882863977e-08,ch-1
986,id1005314,1.6405476925887978e-21,ch-1
987,dd1000071,9.406195761552364e-07,ch-1
988,dd1000072,0.017947563862047138,ch-1
989,dd1000073,4.063830691511291e-13,ch-1
990,id1005315,0.0002453178476232291,ch-1
991,dd1000077,1.9741844453053721e-215,ch-1
992,id1005316,3.095971955951627e-22,ch-1
993,id1005318,0.0004590854010591559,ch-1
994,id1005319,5.302167537545288e-07,ch-1
995,id1005320,1.3029090164854601e-23,ch-1
996,id1005321,7.207582984444115e-24,ch-1
997,dd1000090,1.6342489340387837e-06,ch-1
998,dd1000091,4.822087258544243e-22,ch-1
999,id1005322,2.002987463533909e-09,ch-1
1000,id1005323,3.8878431569585245e-23,ch-1
1001,id1005324,5.405068008580928e-18,ch-1
1002,dd1000097,0.015182185642687956,ch-1
1003,dd1000098,0.9247777642287041,ch-1
1004,id1005325,9.877907148795048e-24,ch-1
1005,dd1000103,0.0022352126059338117,ch-1
1006,dd1000104,0.014887017485189108,ch-1
1007,id1005327,2.103032022603259e-09,ch-1
1008,dd1000108,0.055888547993368315,ch-1
1009,dd1000109,5.588822527123709e-216,ch-1
1010,id1005328,1.7419304184322777e-20,ch-1
1011,id1005329,1.5878081237232283e-06,ch-1
1012,dd1000112,4.748247089305264e-24,ch-1
1013,id1005330,1.0350307027089817e-23,ch-1
1014,id1005331,0.0033522512753976215,ch-1
1015,id1005332,0.07211325998367062,ch-1
1016,id1005334,2.0763800604675062e-05,ch-1
1017,id1005336,1.3140469742426891e-13,ch-1
1018,dd1000121,0.0002511287721274098,ch-1
1019,id1005337,1.1220221649958405e-21,ch-1
1020,id1005339,5.568609900575376e-23,ch-1
1021,id1005341,2.135453184773943e-22,ch-1
1022,dd1000141,1.1289910550913154e-17,ch-1
1023,dd1000142,1.3159338082594555e-10,ch-1
1024,dd1000147,7.594954515349032e-07,ch-1
1025,dd1000149,4.0975006855769527e-16,ch-1
1026,id1005350,1.1644110990144057e-23,ch-1
1027,dd1000153,3.785690235854911e-10,ch-1
1028,dd1000154,2.0838960377056292e-09,ch-1
1029,dd1000157,1.7356533378970766e-17,ch-1
1030,id1005351,1.1168484713335e-22,ch-1
1031,dd1000165,0.009123467860459658,ch-1
1032,dd1000173,0.11558296442549812,ch-1
1033,id1005353,1.4254323434404117e-15,ch-1
1034,id1005354,1.449121650347933e-05,ch-1
1035,dd1000186,0.03285235478041677,ch-1
1036,dd1000187,0.07036408493348434,ch-1
1037,id1005355,1.2015969128376268e-05,ch-1
1038,dd1000189,1.2015969128376268e-05,ch-1
1039,id1005356,0.0030255475449615147,ch-1
1040,id1005357,0.1837725898032962,ch-1
1041,id1005358,2.8645891278152828e-05,ch-1
1042,id1005359,1.798522802943435e-15,ch-1
1043,dd1000196,0.32620430519907406,ch-1
1044,id1005360,7.840129021892707e-05,ch-1
1045,id1005361,2.033338902602338e-07,ch-1
1046,dd1000200,0.019153228433272832,ch-1
1047,id1005364,6.16042273227498e-15,ch-1
1048,id1005365,2.188968478043821e-05,ch-1
1049,dd1000213,4.56133393865761e-06,ch-1
1050,id1005367,1.1713573927558035e-05,ch-1
1051,id1005368,0.00017626497662223296,ch-1
1052,dd1000217,0.07036408493348434,ch-1
1053,id1005371,0.12916938797215674,ch-1
1054,dd1000225,0.0005692126216638192,ch-1
1055,dd1000226,0.9975059985157309,ch-1
1056,id1005372,0.00048383196418800244,ch-1
1057,id1005373,7.11557622006533e-206,ch-1
1058,id1005374,0.4884589115181651,ch-1
1059,id1005375,1.309613696307142e-05,ch-1
1060,id1005376,0.0060524825597357106,ch-1
1061,id1005377,0.00026268749059595183,ch-1
1062,id1005378,0.007328776439310488,ch-1
1063,id1005380,2.7184072461472087e-05,ch-1
1064,id1005381,0.0015387668475967335,ch-1
1065,dd1000244,0.008908818282306186,ch-1
1066,dd1000245,0.3661268367236039,ch-1
1067,dd1000247,0.006733191318385955,ch-1
1068,id1005383,0.00954508220236546,ch-1
1069,id1005384,0.0052787394206940275,ch-1
1070,dd1000252,0.019414364295850865,ch-1
1071,dd1000253,0.009787817514911158,ch-1
1072,dd1000263,0.004697028891386988,ch-1
1073,id1005390,0.0060524825597357106,ch-1
1074,id1005391,2.304995045077435e-17,ch-1
1075,id1005392,3.2139325136487188e-06,ch-1
1076,id1005393,0.005956371511397524,ch-1
1077,id1005397,0.0068246850269554305,ch-1
1078,id1005398,1.4100695121795999e-186,ch-1
1079,id1005399,0.0004991020885905148,ch-1
1080,id1005400,0.5092062373161585,ch-1
1081,dd1000288,0.005150978155441278,ch-1
1082,dd1000291,0.0068246850269554305,ch-1
1083,id1005402,0.008111160792785193,ch-1
1084,id1005403,0.0068246850269554305,ch-1
1085,id1005404,1.4868932402084817e-05,ch-1
1086,id1005405,0.00016646312593251284,ch-1
1087,id1005407,1.1599509793351574e-05,ch-1
1088,id1005408,5.8692429915470994e-08,ch-1
1089,id1005409,5.5113427388503574e-05,ch-1
1090,id1005412,7.868448148881996e-23,ch-1
1091,id1005413,8.50533045036294e-06,ch-1
1092,dd1000309,2.3826560479846452e-05,ch-1
1093,id1005415,1.6153096695665825e-16,ch-1
1094,dd1000313,0.9803276517317626,ch-1
1095,id1005416,1.399345057655387e-18,ch-1
1096,dd1000317,1.7927542803730287e-05,ch-1
1097,dd1000321,2.581552081759092e-17,ch-1
1098,dd1000326,0.010661666021787353,ch-1
1099,id1005424,5.281056441507048e-14,ch-1
1100,dd1000336,0.14227233941035514,ch-1
1101,id1005427,1.0627035630781123e-17,ch-1
1102,id1005429,1.8810363983906447e-14,ch-1
1103,id1005430,7.497477899620999e-08,ch-1
